Player,team,Age,Pos,dominant_hand,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,TB,GIDP,SH,SF,IBB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,WAR,Awards
Juan Soto,yankees,25.0,RF,Left,157.0,713.0,576.0,128.0,166.0,31.0,4.0,41.0,109.0,7.0,4.0,129.0,119.0,4.0,328.0,10.0,0.0,4.0,2.0,0.288,0.419,0.569,0.989,179.0,0.424,179.0,7.9,ASMVP-3SS
Giancarlo Stanton,yankees,34.0,DH,Right,114.0,459.0,417.0,49.0,97.0,20.0,0.0,27.0,72.0,0.0,0.0,38.0,143.0,2.0,198.0,17.0,0.0,2.0,2.0,0.233,0.298,0.475,0.773,116.0,0.33,112.0,0.7,
Jose Trevino,yankees,31.0,C,Right,73.0,234.0,209.0,26.0,45.0,5.0,0.0,8.0,28.0,1.0,0.0,20.0,41.0,2.0,74.0,12.0,1.0,2.0,0.0,0.215,0.288,0.354,0.642,82.0,0.287,80.0,0.6,
DJ LeMahieu,yankees,35.0,CI,Right,67.0,228.0,201.0,19.0,41.0,5.0,0.0,2.0,26.0,0.0,1.0,19.0,35.0,1.0,52.0,13.0,1.0,6.0,0.0,0.204,0.269,0.259,0.527,52.0,0.244,51.0,-1.6,
Trent Grisham,yankees,27.0,CF,Left,76.0,209.0,179.0,21.0,34.0,8.0,0.0,9.0,31.0,1.0,1.0,22.0,57.0,4.0,69.0,5.0,1.0,2.0,1.0,0.19,0.29,0.385,0.675,91.0,0.306,95.0,0.4,
Jazz Chisholm Jr.,yankees,26.0,3B,Left,46.0,191.0,176.0,28.0,48.0,7.0,0.0,11.0,23.0,18.0,2.0,14.0,45.0,0.0,88.0,2.0,0.0,1.0,0.0,0.273,0.325,0.5,0.825,131.0,0.373,130.0,1.5,
Ben Rice,yankees,25.0,1B,Left,50.0,178.0,152.0,20.0,26.0,6.0,0.0,7.0,23.0,0.0,1.0,20.0,48.0,1.0,53.0,2.0,0.0,5.0,0.0,0.171,0.264,0.349,0.613,73.0,0.275,74.0,-0.4,
Jon Berti,yankees,34.0,3B,Right,25.0,74.0,66.0,10.0,18.0,0.0,0.0,1.0,6.0,5.0,1.0,6.0,14.0,1.0,21.0,2.0,1.0,0.0,0.0,0.273,0.342,0.318,0.661,91.0,0.334,108.0,0.6,
Jasson Domínguez,yankees,21.0,OF,Both,18.0,67.0,56.0,8.0,10.0,1.0,0.0,2.0,4.0,5.0,0.0,11.0,19.0,0.0,17.0,0.0,0.0,0.0,0.0,0.179,0.313,0.304,0.617,78.0,0.315,88.0,-0.1,
Jahmai Jones,yankees,26.0,UT,Right,33.0,47.0,42.0,8.0,10.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,16.0,2.0,16.0,0.0,1.0,0.0,0.0,0.238,0.304,0.381,0.685,94.0,0.293,89.0,0.0,
J.D. Davis,yankees,31.0,1B,Right,7.0,22.0,19.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.105,0.227,0.158,0.385,13.0,0.191,12.0,-0.2,
Carlos Narváez,yankees,25.0,C,Right,6.0,15.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.231,0.333,0.231,0.564,66.0,0.27,69.0,0.1,
Oswald Peraza,yankees,24.0,3B,Right,4.0,11.0,10.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,0.273,0.5,0.773,114.0,0.329,110.0,0.1,
Taylor Trammell,yankees,26.0,OF,Left,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,475.0,0.79,435.0,-0.1,
Duke Ellis,yankees,26.0,DH,Left,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,475.0,1.142,536.0,0.1,
Kevin Smith,yankees,27.0,DH,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,yankees,,,Right,162.0,6245.0,5450.0,815.0,1352.0,243.0,15.0,237.0,782.0,88.0,26.0,672.0,1326.0,49.0,2336.0,138.0,14.0,57.0,26.0,0.248,0.333,0.429,0.761,115.0,0.338,116.0,30.4,
Shea Langeliers,athletics,26.0,C,Right,137.0,534.0,482.0,58.0,108.0,18.0,2.0,29.0,80.0,4.0,2.0,41.0,145.0,5.0,217.0,15.0,0.0,6.0,2.0,0.224,0.288,0.45,0.739,111.0,0.321,111.0,2.9,
Tyler Soderstrom,athletics,22.0,1B,Left,61.0,213.0,189.0,18.0,44.0,10.0,0.0,9.0,26.0,0.0,0.0,20.0,53.0,3.0,81.0,7.0,0.0,1.0,1.0,0.233,0.315,0.429,0.743,114.0,0.33,118.0,0.5,
Zack Gelof,athletics,24.0,2B,Right,138.0,547.0,497.0,60.0,105.0,20.0,2.0,17.0,49.0,25.0,3.0,38.0,188.0,4.0,180.0,7.0,3.0,5.0,0.0,0.211,0.27,0.362,0.632,82.0,0.286,80.0,1.4,
Max Schuemann,athletics,27.0,SS,Right,133.0,459.0,396.0,55.0,87.0,14.0,0.0,7.0,34.0,14.0,1.0,47.0,119.0,7.0,122.0,8.0,5.0,4.0,0.0,0.22,0.311,0.308,0.619,82.0,0.292,86.0,0.8,
Abraham Toro,athletics,27.0,3B,Both,94.0,364.0,337.0,34.0,81.0,17.0,1.0,6.0,26.0,4.0,2.0,20.0,62.0,5.0,118.0,4.0,2.0,0.0,1.0,0.24,0.293,0.35,0.643,87.0,0.285,85.0,0.6,
Miguel Andujar,athletics,29.0,LF,Right,75.0,319.0,302.0,31.0,86.0,14.0,1.0,4.0,30.0,3.0,2.0,13.0,42.0,3.0,114.0,10.0,0.0,1.0,0.0,0.285,0.32,0.377,0.697,103.0,0.308,103.0,0.4,
JJ Bleday,athletics,26.0,CF,Left,159.0,642.0,572.0,74.0,139.0,43.0,4.0,20.0,60.0,2.0,3.0,67.0,125.0,2.0,250.0,8.0,1.0,0.0,2.0,0.243,0.324,0.437,0.762,120.0,0.333,121.0,2.1,
Lawrence Butler,athletics,23.0,RF,Left,125.0,451.0,412.0,63.0,108.0,24.0,2.0,22.0,57.0,18.0,0.0,35.0,108.0,0.0,202.0,8.0,0.0,4.0,0.0,0.262,0.317,0.49,0.807,131.0,0.357,130.0,3.0,
Brent Rooker,athletics,29.0,DH,Right,145.0,614.0,546.0,82.0,160.0,26.0,2.0,39.0,112.0,11.0,3.0,59.0,177.0,5.0,307.0,5.0,0.0,4.0,4.0,0.293,0.365,0.562,0.927,165.0,0.399,166.0,5.6,MVP-10SS
Seth Brown,athletics,31.0,UT,Left,124.0,400.0,372.0,32.0,86.0,11.0,1.0,14.0,44.0,4.0,2.0,25.0,112.0,2.0,141.0,7.0,0.0,1.0,0.0,0.231,0.283,0.379,0.662,91.0,0.291,90.0,-0.6,
Tyler Nevin,athletics,27.0,CI,Right,87.0,278.0,245.0,22.0,50.0,10.0,0.0,7.0,20.0,1.0,0.0,25.0,64.0,5.0,81.0,5.0,0.0,3.0,0.0,0.204,0.288,0.331,0.618,80.0,0.279,80.0,-0.2,
Daz Cameron,athletics,27.0,OF,Right,66.0,186.0,170.0,22.0,34.0,5.0,1.0,5.0,15.0,5.0,0.0,13.0,51.0,1.0,56.0,3.0,0.0,2.0,0.0,0.2,0.258,0.329,0.587,70.0,0.268,69.0,-0.5,
Kyle McCann,athletics,26.0,C,Left,54.0,157.0,140.0,13.0,33.0,4.0,0.0,5.0,15.0,0.0,0.0,16.0,59.0,1.0,52.0,2.0,0.0,0.0,1.0,0.236,0.318,0.371,0.69,101.0,0.305,100.0,0.2,
J.D. Davis,athletics,31.0,CI,Right,39.0,135.0,123.0,12.0,29.0,4.0,0.0,4.0,5.0,0.0,0.0,9.0,30.0,3.0,45.0,3.0,0.0,0.0,0.0,0.236,0.304,0.366,0.67,94.0,0.292,91.0,-0.1,
Darell Hernaiz,athletics,22.0,IF,Right,48.0,135.0,120.0,8.0,23.0,3.0,0.0,1.0,12.0,1.0,1.0,11.0,27.0,1.0,29.0,4.0,1.0,2.0,0.0,0.192,0.261,0.242,0.503,48.0,0.235,51.0,-0.8,
Brett Harris,athletics,26.0,3B,Right,36.0,123.0,103.0,15.0,15.0,3.0,0.0,3.0,12.0,0.0,3.0,17.0,25.0,2.0,27.0,3.0,0.0,1.0,0.0,0.146,0.276,0.262,0.539,59.0,0.253,71.0,-0.5,
Ryan Noda,athletics,28.0,1B,Left,36.0,111.0,95.0,8.0,13.0,4.0,0.0,1.0,4.0,0.0,0.0,14.0,37.0,1.0,20.0,0.0,1.0,0.0,0.0,0.137,0.255,0.211,0.465,38.0,0.222,40.0,-0.6,
Nick Allen,athletics,25.0,SS,Right,41.0,105.0,97.0,6.0,17.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0,20.0,0.0,24.0,0.0,3.0,0.0,0.0,0.175,0.216,0.247,0.463,35.0,0.215,33.0,0.2,
Jacob Wilson,athletics,22.0,SS,Right,28.0,103.0,92.0,11.0,23.0,2.0,2.0,0.0,3.0,0.0,0.0,8.0,10.0,1.0,29.0,4.0,1.0,1.0,0.0,0.25,0.314,0.315,0.629,85.0,0.281,82.0,-0.2,
Esteury Ruiz,athletics,25.0,OF,Right,29.0,65.0,55.0,10.0,11.0,2.0,1.0,2.0,8.0,5.0,4.0,4.0,20.0,2.0,21.0,1.0,2.0,2.0,0.0,0.2,0.27,0.382,0.652,87.0,0.266,80.0,-0.1,
Armando Alvarez,athletics,29.0,UT,Right,16.0,39.0,37.0,7.0,9.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,8.0,0.0,10.0,1.0,0.0,0.0,0.0,0.243,0.282,0.27,0.552,63.0,0.252,57.0,-0.4,
Aledmys Díaz,athletics,33.0,IF,Right,12.0,30.0,29.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.103,0.133,0.103,0.237,-29.0,0.112,-39.0,-0.5,
Tristan Gray,athletics,28.0,CI,Left,8.0,24.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.143,0.25,0.19,0.44,31.0,0.212,33.0,0.0,
Team Totals,athletics,,,Right,162.0,6034.0,5432.0,643.0,1267.0,240.0,19.0,196.0,619.0,98.0,26.0,493.0,1502.0,53.0,2133.0,105.0,19.0,37.0,11.0,0.233,0.301,0.393,0.694,101.0,0.308,101.0,13.1,
J.T. Realmuto,phillies,33.0,C,Right,99.0,413.0,380.0,50.0,101.0,18.0,1.0,14.0,47.0,2.0,2.0,27.0,102.0,5.0,163.0,7.0,0.0,1.0,1.0,0.266,0.322,0.429,0.751,107.0,0.331,112.0,3.0,
Bryce Harper,phillies,31.0,1B,Left,145.0,631.0,550.0,85.0,157.0,42.0,0.0,30.0,87.0,7.0,4.0,76.0,138.0,2.0,289.0,18.0,1.0,2.0,11.0,0.285,0.373,0.525,0.898,146.0,0.381,148.0,4.8,ASMVP-6SS
Bryson Stott,phillies,26.0,2B,Left,148.0,571.0,506.0,65.0,124.0,19.0,2.0,11.0,57.0,32.0,3.0,53.0,93.0,3.0,180.0,9.0,0.0,9.0,1.0,0.245,0.315,0.356,0.671,86.0,0.309,87.0,2.5,
Trea Turner,phillies,31.0,SS,Right,121.0,539.0,505.0,88.0,149.0,25.0,0.0,21.0,62.0,19.0,4.0,27.0,98.0,6.0,237.0,10.0,0.0,1.0,0.0,0.295,0.338,0.469,0.807,121.0,0.358,127.0,3.0,AS
Alec Bohm,phillies,27.0,3B,Right,143.0,606.0,554.0,62.0,155.0,44.0,2.0,15.0,97.0,5.0,2.0,40.0,86.0,6.0,248.0,18.0,0.0,6.0,2.0,0.28,0.332,0.448,0.779,114.0,0.34,117.0,3.0,AS
Brandon Marsh,phillies,26.0,LF,Left,135.0,476.0,418.0,55.0,104.0,17.0,3.0,16.0,60.0,19.0,3.0,50.0,154.0,2.0,175.0,2.0,1.0,5.0,0.0,0.249,0.328,0.419,0.747,106.0,0.338,111.0,3.1,
Johan Rojas,phillies,23.0,CF,Right,120.0,363.0,338.0,47.0,82.0,12.0,3.0,3.0,32.0,25.0,4.0,13.0,69.0,4.0,109.0,7.0,8.0,0.0,0.0,0.243,0.279,0.322,0.601,67.0,0.277,63.0,0.7,
Nick Castellanos,phillies,32.0,RF,Right,162.0,659.0,606.0,80.0,154.0,30.0,4.0,23.0,86.0,6.0,2.0,41.0,139.0,10.0,261.0,14.0,0.0,2.0,2.0,0.254,0.311,0.431,0.742,104.0,0.327,108.0,0.8,
Kyle Schwarber,phillies,31.0,DH,Left,150.0,692.0,573.0,110.0,142.0,22.0,0.0,38.0,104.0,5.0,3.0,106.0,197.0,5.0,278.0,6.0,0.0,8.0,4.0,0.248,0.366,0.485,0.851,134.0,0.367,137.0,3.5,MVP-15
Edmundo Sosa,phillies,28.0,IF,Right,90.0,274.0,249.0,39.0,64.0,12.0,4.0,7.0,31.0,7.0,1.0,13.0,66.0,8.0,105.0,5.0,1.0,2.0,0.0,0.257,0.313,0.422,0.734,102.0,0.33,107.0,2.3,
Garrett Stubbs,phillies,31.0,C,Left,54.0,187.0,164.0,18.0,34.0,4.0,1.0,1.0,11.0,5.0,0.0,17.0,50.0,4.0,43.0,0.0,0.0,1.0,0.0,0.207,0.296,0.262,0.558,57.0,0.271,63.0,0.4,
Whit Merrifield,phillies,35.0,UT,Right,53.0,174.0,156.0,21.0,31.0,4.0,1.0,3.0,11.0,11.0,1.0,15.0,19.0,2.0,46.0,2.0,1.0,0.0,0.0,0.199,0.277,0.295,0.572,60.0,0.292,74.0,0.1,
Kody Clemens,phillies,28.0,UT,Left,43.0,120.0,114.0,17.0,25.0,9.0,1.0,5.0,18.0,0.0,0.0,5.0,29.0,1.0,51.0,2.0,0.0,0.0,0.0,0.219,0.258,0.447,0.706,91.0,0.3,88.0,0.3,
Cristian Pache,phillies,25.0,OF,Right,50.0,118.0,104.0,9.0,21.0,5.0,1.0,0.0,9.0,0.0,0.0,13.0,43.0,0.0,28.0,1.0,0.0,1.0,0.0,0.202,0.288,0.269,0.557,57.0,0.255,56.0,0.1,
Weston Wilson,phillies,29.0,LF,Right,40.0,98.0,88.0,13.0,25.0,7.0,1.0,3.0,10.0,3.0,0.0,8.0,29.0,1.0,43.0,2.0,0.0,1.0,0.0,0.284,0.347,0.489,0.836,129.0,0.372,135.0,0.7,
Austin Hays,phillies,28.0,LF,Right,22.0,80.0,78.0,8.0,20.0,5.0,0.0,2.0,6.0,2.0,1.0,0.0,19.0,2.0,31.0,1.0,0.0,0.0,0.0,0.256,0.275,0.397,0.672,84.0,0.286,79.0,-0.3,
David Dahl,phillies,30.0,OF,Left,19.0,62.0,58.0,6.0,12.0,2.0,0.0,3.0,8.0,0.0,0.0,3.0,21.0,0.0,23.0,0.0,0.0,1.0,0.0,0.207,0.242,0.397,0.638,73.0,0.287,79.0,0.3,
Rafael Marchán,phillies,25.0,C,Both,17.0,56.0,51.0,8.0,15.0,4.0,0.0,3.0,6.0,0.0,0.0,3.0,8.0,1.0,28.0,1.0,1.0,0.0,0.0,0.294,0.345,0.549,0.894,143.0,0.379,147.0,0.7,
Cal Stevenson,phillies,27.0,OF,Left,18.0,27.0,24.0,2.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.25,0.333,0.375,0.708,97.0,0.311,96.0,-0.1,
Buddy Kennedy,phillies,25.0,IF,Right,8.0,13.0,11.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.182,0.308,0.273,0.58,64.0,0.271,67.0,0.0,
Aramis Garcia,phillies,31.0,C,Right,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-129.0,-0.1,
Team Totals,phillies,,,Right,162.0,6166.0,5534.0,784.0,1423.0,285.0,24.0,198.0,750.0,148.0,30.0,515.0,1370.0,62.0,2350.0,107.0,13.0,40.0,21.0,0.257,0.325,0.425,0.75,106.0,0.333,110.0,28.8,
Yasmani Grandal,pirates,35.0,C,Both,72.0,243.0,215.0,26.0,49.0,10.0,0.0,9.0,27.0,1.0,0.0,24.0,46.0,0.0,86.0,7.0,3.0,1.0,0.0,0.228,0.304,0.4,0.704,96.0,0.327,105.0,0.6,
Rowdy Tellez,pirates,29.0,1B,Left,131.0,421.0,383.0,38.0,93.0,18.0,0.0,13.0,56.0,1.0,0.0,31.0,89.0,2.0,150.0,12.0,0.0,5.0,0.0,0.243,0.299,0.392,0.691,92.0,0.305,90.0,-0.3,
Nick Gonzales,pirates,25.0,2B,Right,94.0,387.0,359.0,42.0,97.0,19.0,3.0,7.0,49.0,5.0,3.0,18.0,74.0,5.0,143.0,8.0,1.0,4.0,1.0,0.27,0.311,0.398,0.709,97.0,0.316,98.0,0.9,
Oneil Cruz,pirates,25.0,SS,Left,146.0,599.0,541.0,72.0,140.0,34.0,3.0,21.0,76.0,22.0,1.0,51.0,181.0,3.0,243.0,8.0,0.0,4.0,5.0,0.259,0.324,0.449,0.773,114.0,0.34,110.0,2.5,
Ke'Bryan Hayes,pirates,27.0,3B,Right,96.0,396.0,365.0,38.0,85.0,9.0,0.0,4.0,25.0,11.0,2.0,23.0,75.0,4.0,106.0,12.0,0.0,4.0,1.0,0.233,0.283,0.29,0.573,62.0,0.267,60.0,0.8,
Bryan Reynolds,pirates,29.0,LF,Both,156.0,692.0,622.0,73.0,171.0,29.0,3.0,24.0,88.0,10.0,2.0,57.0,156.0,10.0,278.0,7.0,0.0,3.0,3.0,0.275,0.344,0.447,0.791,120.0,0.355,125.0,3.6,AS
Michael A. Taylor,pirates,33.0,CF,Right,113.0,300.0,269.0,35.0,52.0,9.0,1.0,5.0,21.0,12.0,1.0,23.0,105.0,0.0,78.0,3.0,4.0,4.0,0.0,0.193,0.253,0.29,0.543,52.0,0.255,47.0,0.9,
Bryan De La Cruz,pirates,27.0,RF,Right,44.0,168.0,160.0,17.0,32.0,6.0,0.0,3.0,17.0,2.0,1.0,4.0,52.0,1.0,47.0,2.0,0.0,3.0,0.0,0.2,0.22,0.294,0.514,43.0,0.238,42.0,-1.2,
Andrew McCutchen,pirates,37.0,DH,Right,120.0,515.0,448.0,66.0,104.0,18.0,1.0,20.0,50.0,3.0,2.0,58.0,133.0,7.0,184.0,9.0,0.0,2.0,1.0,0.232,0.328,0.411,0.739,106.0,0.332,110.0,0.8,
Jared Triolo,pirates,26.0,IF,Right,125.0,446.0,394.0,41.0,85.0,10.0,1.0,9.0,46.0,8.0,1.0,42.0,118.0,5.0,124.0,5.0,0.0,5.0,0.0,0.216,0.296,0.315,0.611,72.0,0.286,74.0,1.3,GG
Connor Joe,pirates,31.0,UT,Right,123.0,416.0,364.0,49.0,83.0,22.0,1.0,9.0,36.0,2.0,2.0,44.0,91.0,6.0,134.0,7.0,0.0,2.0,1.0,0.228,0.32,0.368,0.688,93.0,0.306,92.0,0.6,
Joey Bart,pirates,27.0,C,Right,80.0,282.0,253.0,38.0,67.0,11.0,0.0,13.0,45.0,0.0,0.0,22.0,73.0,6.0,117.0,8.0,0.0,1.0,0.0,0.265,0.337,0.462,0.799,121.0,0.349,121.0,2.2,
Jack Suwinski,pirates,25.0,OF,Left,88.0,277.0,247.0,29.0,45.0,8.0,0.0,9.0,26.0,9.0,1.0,27.0,79.0,1.0,80.0,3.0,1.0,1.0,2.0,0.182,0.264,0.324,0.588,64.0,0.277,66.0,-1.7,
Isiah Kiner-Falefa,pirates,29.0,SS,Right,50.0,215.0,208.0,21.0,50.0,10.0,2.0,1.0,10.0,8.0,1.0,3.0,41.0,4.0,67.0,3.0,0.0,0.0,0.0,0.24,0.265,0.322,0.587,64.0,0.27,60.0,0.4,
Edward Olivares,pirates,28.0,RF,Right,55.0,196.0,174.0,22.0,39.0,4.0,0.0,5.0,23.0,1.0,0.0,16.0,37.0,2.0,58.0,3.0,0.0,4.0,0.0,0.224,0.291,0.333,0.624,75.0,0.285,75.0,-0.7,
Henry Davis,pirates,24.0,C,Right,37.0,122.0,104.0,9.0,15.0,4.0,0.0,1.0,5.0,0.0,0.0,13.0,45.0,1.0,22.0,1.0,1.0,2.0,0.0,0.144,0.242,0.212,0.453,29.0,0.226,32.0,-0.6,
Alika Williams,pirates,25.0,MI,Right,37.0,96.0,87.0,13.0,18.0,4.0,2.0,0.0,5.0,1.0,0.0,3.0,22.0,1.0,26.0,0.0,5.0,0.0,0.0,0.207,0.242,0.299,0.541,51.0,0.249,45.0,-0.2,
Ji Hwan Bae,pirates,24.0,OF,Left,29.0,81.0,74.0,11.0,14.0,2.0,0.0,0.0,6.0,6.0,2.0,6.0,24.0,0.0,16.0,0.0,0.0,1.0,0.0,0.189,0.247,0.216,0.463,32.0,0.228,31.0,-0.4,
Joshua Palacios,pirates,28.0,OF,Left,23.0,78.0,67.0,10.0,15.0,2.0,0.0,2.0,9.0,1.0,0.0,10.0,12.0,1.0,23.0,1.0,0.0,0.0,0.0,0.224,0.333,0.343,0.677,91.0,0.308,90.0,-0.1,
Billy Cook,pirates,25.0,UT,Right,16.0,49.0,49.0,5.0,11.0,2.0,0.0,3.0,8.0,1.0,0.0,0.0,19.0,0.0,22.0,0.0,0.0,0.0,0.0,0.224,0.224,0.449,0.673,82.0,0.287,73.0,0.6,
Nick Yorke,pirates,22.0,UT,Right,11.0,42.0,37.0,4.0,8.0,0.0,0.0,2.0,5.0,2.0,0.0,4.0,12.0,0.0,14.0,0.0,0.0,1.0,0.0,0.216,0.286,0.378,0.664,84.0,0.299,78.0,-0.2,
Billy McKinney,pirates,29.0,OF,Left,10.0,28.0,25.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,13.0,1.0,6.0,1.0,0.0,0.0,0.0,0.2,0.286,0.24,0.526,50.0,0.247,48.0,0.0,
Jason Delay,pirates,29.0,C,Right,7.0,19.0,15.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.2,0.333,0.4,0.733,105.0,0.322,102.0,0.1,
Liover Peguero,pirates,23.0,SS,Right,3.0,10.0,10.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,38.0,0.204,17.0,-0.1,
Grant Koch,pirates,27.0,C,Right,3.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,-60.0,0.086,-69.0,-0.1,
Team Totals,pirates,,,Right,162.0,6086.0,5477.0,665.0,1283.0,236.0,17.0,160.0,643.0,106.0,19.0,485.0,1506.0,60.0,2033.0,100.0,16.0,47.0,14.0,0.234,0.301,0.371,0.672,87.0,0.305,88.0,9.6,
Luis Campusano,padres,25.0,C,Right,91.0,299.0,277.0,37.0,63.0,13.0,0.0,8.0,40.0,0.0,0.0,20.0,41.0,1.0,100.0,11.0,0.0,1.0,0.0,0.227,0.281,0.361,0.642,78.0,0.287,78.0,-0.7,
Jake Cronenworth,padres,30.0,1B,Left,155.0,656.0,577.0,72.0,139.0,29.0,3.0,17.0,83.0,5.0,2.0,61.0,118.0,11.0,225.0,19.0,1.0,3.0,0.0,0.241,0.324,0.39,0.714,99.0,0.319,101.0,1.9,
Xander Bogaerts,padres,31.0,2B,Right,111.0,463.0,428.0,50.0,113.0,15.0,1.0,11.0,44.0,13.0,3.0,28.0,79.0,1.0,163.0,13.0,0.0,6.0,0.0,0.264,0.307,0.381,0.688,92.0,0.307,90.0,1.2,
Ha-Seong Kim,padres,28.0,SS,Right,121.0,470.0,403.0,60.0,94.0,16.0,3.0,11.0,47.0,22.0,5.0,58.0,77.0,2.0,149.0,8.0,4.0,3.0,4.0,0.233,0.33,0.37,0.7,96.0,0.318,96.0,2.6,
Manny Machado,padres,31.0,3B,Right,152.0,643.0,593.0,77.0,163.0,30.0,0.0,29.0,105.0,11.0,2.0,45.0,124.0,1.0,280.0,25.0,0.0,4.0,6.0,0.275,0.325,0.472,0.797,120.0,0.344,118.0,3.1,MVP-16SS
Jurickson Profar,padres,31.0,LF,Both,158.0,668.0,564.0,94.0,158.0,29.0,0.0,24.0,85.0,10.0,3.0,76.0,101.0,18.0,259.0,14.0,5.0,5.0,4.0,0.28,0.38,0.459,0.839,134.0,0.369,137.0,3.6,ASMVP-14SS
Jackson Merrill,padres,21.0,CF,Left,156.0,593.0,554.0,77.0,162.0,31.0,6.0,24.0,90.0,16.0,3.0,29.0,101.0,1.0,277.0,2.0,4.0,5.0,1.0,0.292,0.326,0.5,0.826,127.0,0.357,126.0,4.4,ASMVP-9ROY-2SS
Fernando Tatis Jr.,padres,25.0,RF,Right,102.0,438.0,398.0,64.0,110.0,21.0,1.0,21.0,49.0,11.0,3.0,32.0,96.0,7.0,196.0,8.0,0.0,1.0,0.0,0.276,0.34,0.492,0.833,130.0,0.36,129.0,2.6,AS
Luis Arráez,padres,27.0,DH,Left,117.0,524.0,500.0,61.0,159.0,24.0,2.0,4.0,41.0,9.0,3.0,16.0,18.0,6.0,199.0,13.0,1.0,1.0,3.0,0.318,0.346,0.398,0.744,108.0,0.327,106.0,0.9,ASMVP-18
Donovan Solano,padres,36.0,CI,Right,96.0,309.0,283.0,31.0,81.0,13.0,0.0,8.0,35.0,2.0,1.0,22.0,65.0,3.0,118.0,6.0,0.0,1.0,0.0,0.286,0.343,0.417,0.76,112.0,0.339,116.0,1.0,
Kyle Higashioka,padres,34.0,C,Right,84.0,263.0,246.0,29.0,54.0,10.0,1.0,17.0,45.0,2.0,0.0,15.0,74.0,0.0,117.0,3.0,1.0,1.0,0.0,0.22,0.263,0.476,0.739,101.0,0.324,103.0,1.4,
David Peralta,padres,36.0,RF,Left,91.0,260.0,236.0,35.0,63.0,11.0,0.0,8.0,28.0,2.0,0.0,22.0,54.0,2.0,98.0,3.0,0.0,0.0,0.0,0.267,0.335,0.415,0.75,109.0,0.335,112.0,0.8,
Tyler Wade,padres,29.0,IF,Left,90.0,156.0,138.0,28.0,30.0,3.0,0.0,0.0,8.0,8.0,1.0,11.0,29.0,2.0,33.0,0.0,4.0,0.0,0.0,0.217,0.285,0.239,0.524,50.0,0.25,43.0,-0.7,
José Azócar,padres,28.0,OF,Right,61.0,79.0,73.0,13.0,16.0,2.0,0.0,0.0,2.0,5.0,1.0,5.0,19.0,0.0,18.0,1.0,1.0,0.0,0.0,0.219,0.269,0.247,0.516,46.0,0.265,56.0,-0.4,
Bryce Johnson,padres,28.0,RF,Both,47.0,73.0,63.0,9.0,13.0,2.0,0.0,0.0,4.0,1.0,1.0,7.0,12.0,0.0,15.0,1.0,3.0,0.0,0.0,0.206,0.286,0.238,0.524,50.0,0.237,43.0,-0.3,
